Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
123,HarpFrryAdCntr 1,152.99,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Harpers Ferry Adventure Center 1,,,,
124,HarpFrryAdCntr 2,159.855,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,NFM,5,,50W,Harpers Ferry Adventure Center 2,,,,
125,Inova Maint.,451.275,split,456.275,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,5,,50W,Maintenance,,,,
126,LH Sec,464.8375,split,469.8375,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Security,,,,
127,Leesbrg Sec,464.775,split,469.775,DTCS,88.5,88.5,65,NN,65,Tone->Tone,FM,5,,50W,Security,,,,
128,Sec/Ops,451.9,split,456.9,DTCS,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,50W,Security/Operations,,,,
129,FalcnLnd 1CC,464.7125,split,469.7125,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Falcon's Landing,,,,
130,FalcnLnd 2CC,464.7125,split,469.7125,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Falcon's Landing,,,,
131,LansdwneRsrt,451.9875,split,456.9875,DTCS,88.5,88.5,311,NN,311,Tone->Tone,FM,5,,50W,Housekeeping & Banquets,,,,
132,Golf-Maint,452.35,split,457.35,DTCS,88.5,88.5,205,NN,205,Tone->Tone,FM,5,,50W,Golf Course - Maintenance,,,,
133,LnsdwneMntnc,452.4,split,457.4,DTCS,88.5,88.5,371,NN,371,Tone->Tone,FM,5,,50W,Golf Course - Maintenance,,,,
134,Ldowne Sec,452.625,split,457.625,DTCS,88.5,88.5,506,NN,506,Tone->Tone,FM,5,,50W,Security,,,,
135,GolfCourseOp,464.525,split,469.525,DTCS,88.5,88.5,411,NN,411,Tone->Tone,FM,5,,50W,Golf Course - Operations/Starter,,,,
136,Lndsdwne Bnq,463.525,split,468.525,DTCS,88.5,88.5,243,NN,243,Tone->Tone,FM,5,,50W,Banquets,,,,
137,LndsdwneHotl,461.2,split,466.2,DTCS,88.5,88.5,244,NN,244,Tone->Tone,FM,5,,50W,Hotel Ops,,,,
138,LndsdwnPool?,452.7,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,50W,Pool?,,,,
139,NCC 464.825,464.825,split,469.825,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,National Conference Center,,,,
140,NCC 461.275,461.275,split,466.275,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,National Conference Center,,,,
141,NCC 462.150,462.15,split,467.15,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,National Conference Center,,,,
